Communion of Saints Seminary,https://en.wikipedia.org/w/index.php?title=Communion_of_Saints_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>Communion of Saints Seminary, Oregon</i>"
Concordia College and University,https://en.wikipedia.org/wiki/Concordia_College_and_University,67,Dominica,"Wikipedia description: <i>Concordia College and University Dominican Republic, USA</i>"
Concordia Theologica Institute For Biblical Studies,https://en.wikipedia.org/wiki/The_Lutheran_Evangelical_Protestant_Church#Missions,,,Wikipedia description: <i>Concordia Theologica Institute For Biblical Studies</i>
"",,,,Wikipedia description: <i>Corlins University</i>
Cranmer Theological House,https://en.wikipedia.org/wiki/Cranmer_Theological_House,,,"Wikipedia description: <i>Cranmer Theological House, Louisiana; Texas</i>"
Crescent City Christian College,https://en.wikipedia.org/w/index.php?title=Crescent_City_Christian_College&action=edit&redlink=1,,,"Wikipedia description: <i>Crescent City Christian College, Metairie, Louisiana, (""basically a coach's house — no campus, no facilities, no faculty, no library that anyone could discover"")</i>"
Crown College,https://en.wikipedia.org/wiki/Crown_College_(Tacoma),,,"Wikipedia description: <i>Crown College, Tacoma, Washington, (lost accreditation in 2007)</i>"
Cumbres de Chile University,https://en.wikipedia.org/w/index.php?title=Cumbres_de_Chile_University&action=edit&redlink=1,48,Chile,"Wikipedia description: <i>Cumbres de Chile University (Universidad Cumbres de Chile), Viña del Mar, Chile.</i>"
Delta International University of New Orleans,https://en.wikipedia.org/wiki/Delta_International_University_of_New_Orleans,,,Wikipedia description: <i>Delta International University of New Orleans Not accredited by an agency recognized by the US DOE</i>
Dispensational Theological Seminary,https://en.wikipedia.org/w/index.php?title=Dispensational_Theological_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>Dispensational Theological Seminary Forest Grove, Oregon (Oregon’s Office of Degree Authorization lists this institution as an unaccredited religious exempt school)</i>"
Donsbach University,https://en.wikipedia.org/w/index.php?title=Donsbach_University&action=edit&redlink=1,,,Wikipedia description: <i>Donsbach University (or Donsback University)</i>
Dorcas University,https://en.wikipedia.org/w/index.php?title=Dorcas_University&action=edit&redlink=1,,,"Wikipedia description: <i>Dorcas University, Honolulu, Hawaii</i>"
Dublin Metropolitan University,https://en.wikipedia.org/wiki/Dublin_Metropolitan_University,,,Wikipedia description: <i>Dublin Metropolitan University</i>
Earlscroft University,https://en.wikipedia.org/w/index.php?title=Earlscroft_University&action=edit&redlink=1,217,Seychelles,"Wikipedia description: <i>Earlscroft University UK, Ireland, Seychelles</i>"
Earlstown University,https://en.wikipedia.org/w/index.php?title=Earlstown_University&action=edit&redlink=1,,,Wikipedia description: <i>Earlstown University (associated with UDP International)</i>
Earthnet Institute,https://en.wikipedia.org/w/index.php?title=Earthnet_Institute&action=edit&redlink=1,,,"Wikipedia description: <i>Earthnet Institute, Hawaii</i>"
Eastern Caribbean University,https://en.wikipedia.org/w/index.php?title=Eastern_Caribbean_University&action=edit&redlink=1,261,Virgin Islands,"Wikipedia description: <i>Eastern Caribbean University, Texas; St. Kitts, Virgin Islands</i>"
East Point University,https://en.wikipedia.org/w/index.php?title=East_Point_University&action=edit&redlink=1,,,Wikipedia description: <i>East Point University</i>
Ecole Supérieure Robert de SorbonAmerican Association of College Registrars and Admissions Officersverification needed,https://en.wikipedia.org/w/index.php?title=Ecole_Sup%C3%A9rieure_Robert_de_Sorbon&action=edit&redlink=1,82,France,"Wikipedia description: <i>Ecole Supérieure Robert de Sorbon, France; also linked to the American Universities Admission Program in Sarasota, Florida, which was sued in 2006 for allegedly using the logo of the American Association of College Registrars and Admissions Officers to deceive prospective students. (The school's website disputes the allegation of being a diploma mill.) [verification needed]</i>"
Edenvale University,https://en.wikipedia.org/w/index.php?title=Edenvale_University&action=edit&redlink=1,,,"Wikipedia description: <i>Edenvale University, Dallas, Texas</i>"
Edison University,https://en.wikipedia.org/wiki/James_Kirk_diploma_mills,,,Wikipedia description: <i>Edison University</i>
Ellington University,https://en.wikipedia.org/wiki/Ellington_University,,,Wikipedia description: <i>Ellington University</i>
Eternity Bible College,https://en.wikipedia.org/wiki/Eternity_Bible_College,,,Wikipedia description: <i>Eternity Bible College</i>
Eurasia Community College,https://en.wikipedia.org/w/index.php?title=Eurasia_Community_College&action=edit&redlink=1,119,Italy,"Wikipedia description: <i>Eurasia Community College, Italy</i>"
European American University,https://en.wikipedia.org/w/index.php?title=European_American_University&action=edit&redlink=1,67,Dominica,"Wikipedia description: <i>European American University, Dominica</i>"
European Carolus Magnus University,https://en.wikipedia.org/w/index.php?title=European_Carolus_Magnus_University&action=edit&redlink=1,24,Belgium,"Wikipedia description: <i>European Carolus Magnus University, Belgium and possibly other locations in Europe</i>"
European Continental University,https://en.wikipedia.org/w/index.php?title=European_Continental_University&action=edit&redlink=1,253,United Kingdom,"Wikipedia description: <i>European Continental University, United Kingdom, Delaware</i>"
European Graduate SchoolRepublic of MaltaUnited States,https://en.wikipedia.org/wiki/European_Graduate_School,254,United States,"Wikipedia description: <i>European Graduate School, Saas-Fee, Switzerland - reports accreditation in the Republic of Malta as of 2015. Unaccredited for use in the United States as of April 2016.</i>"
European Institute of TechnologyEuropean Institute of Innovation and Technology,https://en.wikipedia.org/wiki/European_Institute_of_Technology,211,San Marino,"Wikipedia description: <i>European Institute of Technology, Italy, San Marino Not to be confused with European Institute of Innovation and Technology</i>"
European Management University International,https://en.wikipedia.org/w/index.php?title=European_Management_University_International&action=edit&redlink=1,233,Sweden,"Wikipedia description: <i>European Management University International, Denmark; also Sweden, U.S. and China</i>"
European Open UniversityEuropean Association of Distance Teaching Universities,https://en.wikipedia.org/w/index.php?title=European_Open_University&action=edit&redlink=1,,,Wikipedia description: <i>European Open University — not to be confused with the European Open Universities Network at European Association of Distance Teaching Universities</i>
European Union UniversityMadridSpainIowa,https://en.wikipedia.org/w/index.php?title=European_Union_University&action=edit&redlink=1,226,Spain,"Wikipedia description: <i>European Union University, Madrid, Spain (but incorporated in the U.S. state of Iowa)</i>"
European University of Ireland,https://en.wikipedia.org/w/index.php?title=European_University_of_Ireland&action=edit&redlink=1,117,Ireland,Wikipedia description: <i>European University of Ireland</i>
Fairfax University,https://en.wikipedia.org/wiki/Fairfax_University,,,Wikipedia description: <i>Fairfax University</i>
Faith School of Theology,https://en.wikipedia.org/w/index.php?title=Faith_School_of_Theology&action=edit&redlink=1,,,Wikipedia description: <i>Faith School of Theology says it's accredited by IASBC (which is actually SAABC). SAABC is a fraud.</i>
Faith Seminary – Salem,https://en.wikipedia.org/w/index.php?title=Faith_Seminary_%E2%80%93_Salem&action=edit&redlink=1,,,"Wikipedia description: <i>Faith Seminary – Salem, formerly Oregon Theological Seminary (Oregon’s Office of Degree Authorization lists this institution as unaccredited religious exempt school)</i>"
Farington University,https://en.wikipedia.org/w/index.php?title=Farington_University&action=edit&redlink=1,,,Wikipedia description: <i>Farington University</i>
Florida State Christian College,https://en.wikipedia.org/w/index.php?title=Florida_State_Christian_College&action=edit&redlink=1,,,"Wikipedia description: <i>Florida State Christian College, Florida</i>"
Frederick Taylor International University,https://en.wikipedia.org/wiki/Frederick_Taylor_International_University,,,"Wikipedia description: <i>Frederick Taylor International University, Hawaii; California</i>"
"Freedom Bible College and SeminarySiloam Springs, ArkansasInternational Commission on Academic Accreditation",https://en.wikipedia.org/w/index.php?title=Freedom_Bible_College_and_Seminary&action=edit&redlink=1,254,United States,"Wikipedia description: <i>Freedom Bible College and Seminary, Siloam Springs, Arkansas (Claims accreditation from International Commission on Academic Accreditation, which it notes ""is not recognized by the United States Department of Education. Credits earned at any ICAAI accredited institution are not automatically transferable."")</i>"
"",,234,Switzerland,"Wikipedia description: <i>Freie und Private Universität Herisa, Switzerland</i>"
Frederick Taylor University,https://en.wikipedia.org/wiki/Frederick_Taylor_University,,,"Wikipedia description: <i>Frederick Taylor University, California</i>"
Friends International Christian University,https://en.wikipedia.org/w/index.php?title=Friends_International_Christian_University&action=edit&redlink=1,,,"Wikipedia description: <i>Friends International Christian University, Florida; California. Website states, “FICU is not accredited by an accrediting agency recognized by the US Secretary of Education.”</i>"
Frontier Christian University,https://en.wikipedia.org/w/index.php?title=Frontier_Christian_University&action=edit&redlink=1,113,India,"Wikipedia description: <i>Frontier Christian University, Indiana (formerly Southern Indiana Bible College)</i>"
Full Gospel Christian College,https://en.wikipedia.org/w/index.php?title=Full_Gospel_Christian_College&action=edit&redlink=1,,,"Wikipedia description: <i>Full Gospel Christian College, Pontiac, Michigan</i>"
Gandhi Hindi Vidyapith,https://en.wikipedia.org/w/index.php?title=Gandhi_Hindi_Vidyapith&action=edit&redlink=1,,,Wikipedia description: <i>Gandhi Hindi Vidyapith</i>
Generale University,https://en.wikipedia.org/w/index.php?title=Generale_University&action=edit&redlink=1,,,Wikipedia description: <i>Generale University (also called Generale Polytechnic Institute)</i>
Geo-Metaphysical Institute,https://en.wikipedia.org/w/index.php?title=Geo-Metaphysical_Institute&action=edit&redlink=1,,,"Wikipedia description: <i>Geo-Metaphysical Institute, New York</i>"
George Wythe University,https://en.wikipedia.org/wiki/George_Wythe_University,,,"Wikipedia description: <i>George Wythe University, Cedar City, Utah</i>"
Georgia Christian University,https://en.wikipedia.org/w/index.php?title=Georgia_Christian_University&action=edit&redlink=1,254,United States,"Wikipedia description: <i>Georgia Christian University, Norcross, Georgia, United States</i>"
Georgian International University,https://en.wikipedia.org/w/index.php?title=Georgian_International_University&action=edit&redlink=1,90,Georgia,"Wikipedia description: <i>Georgian International University, Paoli, Pennsylvania</i>"
Glencullen University,https://en.wikipedia.org/wiki/Glencullen_University,,,"Wikipedia description: <i>Glencullen University (""A phony 'Irish university' is marketing degrees internationally via the Internet. An EL reporter in the US, posing as a prospective student, has been offered an English literature degree from 'Glencullen University', without any study, for $960."")</i>"
Glendale University,https://en.wikipedia.org/wiki/Glendale_University,,,Wikipedia description: <i>Glendale University (previously called Glenndale University)</i>
Glenford University in Mississippi,https://en.wikipedia.org/w/index.php?title=Glenford_University_in_Mississippi&action=edit&redlink=1,,,Wikipedia description: <i>Glenford University in Mississippi. Reported closed as of 2007.</i>
Global Church Theological SeminaryGlobal Church University,https://en.wikipedia.org/w/index.php?title=Global_Church_Theological_Seminary&action=edit&redlink=1,,,Wikipedia description: <i>Global Church Theological Seminary and Global Church University</i>
Golden State School of Theology,https://en.wikipedia.org/wiki/Golden_State_School_of_Theology,,,"Wikipedia description: <i>Golden State School of Theology (Stockton, California)</i>"
Golden State Baptist CollegeIndependent Baptist,https://en.wikipedia.org/wiki/Golden_State_Baptist_College,,,"Wikipedia description: <i>Golden State Baptist College, Santa Clara, California. Part of Independent Baptist Bible College Movement, listed among Wikipedia category Unaccredited Christian colleges and universities.</i>"
Golden State University,https://en.wikipedia.org/wiki/Golden_State_University,138,Lebanon,"Wikipedia description: <i>Golden State University (aka Honolulu University of the Arts, Sciences and Humanities), US, Lebanon</i>"
Greenwich UniversityUniversity of Greenwich,https://en.wikipedia.org/wiki/Greenwich_University_(Norfolk_Island),183,Norfolk Island,"Wikipedia description: <i>Greenwich University (Operated on Norfolk Island from 1998 to 2002. Not to be confused with University of Greenwich, London, England)</i>"
Hamilton University,https://en.wikipedia.org/wiki/Hamilton_University,,,Wikipedia description: <i>Hamilton University (aka American State University and Richardson University)</i>
Hartford UniversityUniversity of HartfordUniversity Degree Program,https://en.wikipedia.org/wiki/Hartford_University_(disambiguation),258,Vanuatu,"Wikipedia description: <i>Hartford University (not to be confused with University of Hartford); this name has been used by the University Degree Program, an entity apparently based in Vanuatu and falsely claiming a location in Minnesota, and an entity in Washington, DC</i>"
Headway University,https://en.wikipedia.org/wiki/Headway_University,187,Pakistan,"Wikipedia description: <i>Headway University, probably Pakistan</i>"
Heartland Baptist Bible College,https://en.wikipedia.org/wiki/Heartland_Baptist_Bible_College,,,"Wikipedia description: <i>Heartland Baptist Bible College, Oklahoma City, Oklahoma. The school's website states that they ""seek no national or regional accreditation, but seeks only God’s approval.""</i>"
Hill University,https://en.wikipedia.org/wiki/Hill_University,,,Wikipedia description: <i>Hill University</i>
Holy Trinity College and Seminary,https://en.wikipedia.org/w/index.php?title=Holy_Trinity_College_and_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>Holy Trinity College and Seminary, New Port Richey, Florida; seminary’s website notes its choice to remain unaccredited and states, ""the degree programs of this college are designed solely for religious vocations.""</i>"
Honolulu University,https://en.wikipedia.org/wiki/Honolulu_University,,,"Wikipedia description: <i>Honolulu University (aka Honolulu University of the Arts, Sciences, and Humanities and Golden State University)</i>"
Houdegbe North American University,https://en.wikipedia.org/w/index.php?title=Houdegbe_North_American_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Houdegbe North American University, Nigeria</i>"
Hubbard College of Administration International,https://en.wikipedia.org/wiki/Hubbard_College_of_Administration_International,,,"Wikipedia description: <i>Hubbard College of Administration International, Los Angeles, California</i>"
Huntington Pacific University,https://en.wikipedia.org/w/index.php?title=Huntington_Pacific_University&action=edit&redlink=1,,,Wikipedia description: <i>Huntington Pacific University</i>
Hyles-Anderson CollegeIndependent Baptist,https://en.wikipedia.org/wiki/Hyles-Anderson_College,113,India,"Wikipedia description: <i>Hyles-Anderson College and Hyles-Anderson College Seminary, Crown Point, Indiana. Part of Independent Baptist Bible College Movement. Founder asserted that the college remains unaccredited because the government would ""take away our freedom.""</i>"
Illinois Theological Seminary Online,https://en.wikipedia.org/w/index.php?title=Illinois_Theological_Seminary_Online&action=edit&redlink=1,,,"Wikipedia description: <i>Illinois Theological Seminary Online, also named In-Depth Theological Seminary, Independent Theological Seminary and Intercontinental Theological Seminary. The school states: “ITS is not an accredited school with any accreditation board. ITS very much cherishes...the principle of separation between Church and State.”</i>"
Indian Institute of Planning and ManagementBusiness schoolIndia,https://en.wikipedia.org/wiki/Indian_Institute_of_Planning_and_Management,113,India,"Wikipedia description: <i>Indian Institute of Planning and Management, an unaccredited Business school based out of India.</i>"
Indiana Christian University,https://en.wikipedia.org/wiki/Indiana_Christian_University,113,India,"Wikipedia description: <i>Indiana Christian University (""Indiana Christian University is approved by the Indiana State Approving Agency for training of veterans and other eligible persons""</i>"
Institute for Creation Research,https://en.wikipedia.org/wiki/Institute_for_Creation_Research,,,"Wikipedia description: <i>Institute for Creation Research Graduate School and School of Biblical Apologetics, Dallas, Texas)</i>"
"",,119,Italy,"Wikipedia description: <i>Instituto Latinoamericano de Psicobiofisica, Italy</i>"
Intercontinental University,https://en.wikipedia.org/w/index.php?title=Intercontinental_University&action=edit&redlink=1,,,Wikipedia description: <i>Intercontinental University</i>
Intercultural Open University Foundation,https://en.wikipedia.org/wiki/Intercultural_Open_University_Foundation,175,Netherlands,"Wikipedia description: <i>Intercultural Open University Foundation, global, has had headquarters in the Netherlands, Spain and USA</i>"
Interfaith Seminary,https://en.wikipedia.org/w/index.php?title=Interfaith_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>Interfaith Seminary, formerly Interfaith School of Theology, New Rochelle, New York</i>"
International American University,https://en.wikipedia.org/wiki/International_American_University,174,Nepal,"Wikipedia description: <i>International American University, California; Nepal</i>"
International Bible University,https://en.wikipedia.org/w/index.php?title=International_Bible_University&action=edit&redlink=1,,,"Wikipedia description: <i>International Bible University, Norwalk, California; Carpinteria, California; Hawaii. Also called ""E M International Bible University"" or ""E.M.I. Bible University.""</i>"
International Management Centres Association,https://en.wikipedia.org/wiki/International_Management_Centres_Association,153,Man,"Wikipedia description: <i>International Management Centres Association (IMCA or IMC Association), Buckingham, UK.</i>"
"",,,,Wikipedia description: <i>International Open University (fka Standford University) USA</i>
International SeminaryAccrediting Commission InternationalOregon's Office of Degree Authorization,https://en.wikipedia.org/w/index.php?title=International_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>International Seminary, Plymouth, Florida (Claims accreditation only from Accrediting Commission International. Alan Contreras, of Oregon's Office of Degree Authorization, described all schools accredited by ACI as ""fake or substandard."")</i>"
International Theological University,https://en.wikipedia.org/w/index.php?title=International_Theological_University&action=edit&redlink=1,,,Wikipedia description: <i>International Theological University California</i>
"",,119,Italy,"Wikipedia description: <i>The International University, Italy</i>"
The International University,https://en.wikipedia.org/w/index.php?title=The_International_University_(Missouri_or_Nigeria)&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>The International University, Missouri or Nigeria</i>"
International University for Graduate Studies,https://en.wikipedia.org/w/index.php?title=International_University_for_Graduate_Studies&action=edit&redlink=1,,,Wikipedia description: <i>International University for Graduate Studies St. Kitts and Nevis</i>
International University of Ministry and Education,https://en.wikipedia.org/w/index.php?title=International_University_of_Ministry_and_Education&action=edit&redlink=1,,,"Wikipedia description: <i>International University of Ministry and Education, Grandview, Missouri</i>"
"International University, Vienna",https://en.wikipedia.org/wiki/International_University_Vienna,15,Austria,"Wikipedia description: <i>International University, Vienna (an American unaccredited private institution with a campus in Vienna, Austria)</i>"
IOND University,https://en.wikipedia.org/wiki/IOND_University,122,Japan,"Wikipedia description: <i>IOND University, Hawaii; Japan</i>"
Irish International University,https://en.wikipedia.org/wiki/Irish_International_University,,,Wikipedia description: <i>Irish International University</i>
Isles International University,https://en.wikipedia.org/wiki/Isles_International_University,,,Wikipedia description: <i>Isles International University</i>
Ivory Carlson University,https://en.wikipedia.org/w/index.php?title=Ivory_Carlson_University&action=edit&redlink=1,113,India,"Wikipedia description: <i>Ivory Carlson University, lacks approval to operate in Minnesota, may be based in India</i>"
James Monroe University,https://en.wikipedia.org/wiki/St._Regis_University,,,Wikipedia description: <i>James Monroe University (also called James Monroe International University)</i>
Jacksonville Theological Seminary,https://en.wikipedia.org/w/index.php?title=Jacksonville_Theological_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>Jacksonville Theological Seminary, Southaven, Mississippi</i>"
Jackson Hole Bible College,https://en.wikipedia.org/w/index.php?title=Jackson_Hole_Bible_College&action=edit&redlink=1,,,"Wikipedia description: <i>Jackson Hole Bible College, Jackson Hole, Wyoming (Offers a one year ""Diploma of Biblical Foundations,"" not degrees)</i>"
Johnson Daves UniversityJohnson Davids University,https://en.wikipedia.org/w/index.php?title=Johnson_Daves_University&action=edit&redlink=1,254,United States,"Wikipedia description: <i>Johnson Daves University (or Johnson Davids University), Liberia, British Virgin Islands, United States</i>"
"Kansas Christian CollegeOverland Park, KansasAssociation for Biblical Higher Education",https://en.wikipedia.org/wiki/Kansas_Christian_College_(Overland_Park),,,"Wikipedia description: <i>Kansas Christian College in Overland Park, Kansas. (Its website says it has ""pre-membership status"" with Association for Biblical Higher Education,"" which should not be confused with accreditation.)</i>"
Kennedy-Western University,https://en.wikipedia.org/wiki/Warren_National_University,,,Wikipedia description: <i>Kennedy-Western University</i>
Kensington University,https://en.wikipedia.org/wiki/Kensington_University,,,"Wikipedia description: <i>Kensington University, California; Hawaii (closed in 2003 by state action)</i>"
Kent College,https://en.wikipedia.org/wiki/Kent_College,,,"Wikipedia description: <i>Kent College, Louisiana</i>"
Kentucky Christian University (Ashland)Kentucky Christian University,https://en.wikipedia.org/w/index.php?title=Kentucky_Christian_University_(Ashland)&action=edit&redlink=1,,,"Wikipedia description: <i>Kentucky Christian University (Ashland), Ashland, Kentucky (not to be confused with Kentucky Christian University in Grayson, Kentucky, which is accredited)</i>"
Kepler College,https://en.wikipedia.org/wiki/Kepler_College,,,"Wikipedia description: <i>Kepler College, Washington (state)</i>"
Kepler Space University,https://en.wikipedia.org/wiki/Kepler_Space_University,,,"Wikipedia description: <i>Kepler Space University, South Carolina</i>"
Kingston CollegeKingston College (England),https://en.wikipedia.org/wiki/Kingston_College_(British_Columbia),,,"Wikipedia description: <i>Kingston College, British Columbia; illegal operation closed down October 4, 2006; not to be confused with Kingston College (England) in Kingston upon Thames, Surrey, England</i>"
"",,,,Wikipedia description: <i>Kingston University</i>
Kingsway Bible UniversityMid-States Bible College,https://en.wikipedia.org/w/index.php?title=Kingsway_Bible_University&action=edit&redlink=1,,,"Wikipedia description: <i>Kingsway Bible University (Des Moines, Iowa) (formerly Mid-States Bible College; claims accreditation from International Association of Bible Colleges and Seminaries, which is not a recognized accreditor)</i>"
Knightsbridge University,https://en.wikipedia.org/wiki/Knightsbridge_University,,,Wikipedia description: <i>Knightsbridge University</i>
Knoxville College,https://en.wikipedia.org/wiki/Knoxville_College,,,Wikipedia description: <i>Knoxville College (lost accreditation in 1996)</i>
Lacrosse University,https://en.wikipedia.org/w/index.php?title=Lacrosse_University&action=edit&redlink=1,,,Wikipedia description: <i>Lacrosse University Reported closed as of 2007.</i>
"Lambuth UniversityJackson, Tennessee",https://en.wikipedia.org/wiki/Lambuth_University,,,"Wikipedia description: <i>Lambuth University in Jackson, Tennessee (Lost accreditation in 2010.)</i>"
"",,,,Wikipedia description: <i>Landford University</i>
"",,,,Wikipedia description: <i>Lansbridge University</i>
LaSalle University (Louisiana)La Salle UniversityLaSalle Extension University,https://en.wikipedia.org/wiki/James_Kirk_diploma_mills,,,"Wikipedia description: <i>LaSalle University (Louisiana) (not to be confused with La Salle University (Philadelphia), nor with The LaSalle Extension University (Chicago))</i>"
Leadway University,https://en.wikipedia.org/w/index.php?title=Leadway_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Leadway University, Nigeria</i>"
"",,119,Italy,"Wikipedia description: <i>Leibniz Campus – Libera Università Internazionale G. W. Leibni, Italy</i>"
"",,119,Italy,"Wikipedia description: <i>Libera Università degli Studi di Formel, Italyl</i>"
"",,119,Italy,"Wikipedia description: <i>Libera Universitas Multidisciplinare Umanitaria perla Cultura Internazionale – LUMUC, Italy</i>"
Life Christian University,https://en.wikipedia.org/w/index.php?title=Life_Christian_University&action=edit&redlink=1,,,"Wikipedia description: <i>Life Christian University, Tampa, Florida</i>"
Lobi Business School,https://en.wikipedia.org/w/index.php?title=Lobi_Business_School&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Lobi Business School, Nigeria</i>"
London College of Technology and Business,https://en.wikipedia.org/w/index.php?title=London_College_of_Technology_and_Business&action=edit&redlink=1,,,Wikipedia description: <i>London College of Technology and Business</i>
London External Studies,https://en.wikipedia.org/w/index.php?title=London_External_Studies&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>London External Studies, UK or Nigeria</i>"
"",,,,Wikipedia description: <i>Lorenz University</i>
"",,,,Wikipedia description: <i>Los Angeles University</i>
Louisiana Baptist University,https://en.wikipedia.org/wiki/Louisiana_Baptist_University,,,Wikipedia description: <i>Louisiana Baptist University (formerly Baptist Christian University)</i>
Louisiana Christian University,https://en.wikipedia.org/w/index.php?title=Louisiana_Christian_University&action=edit&redlink=1,,,"Wikipedia description: <i>Louisiana Christian University, Lake Charles, Louisiana</i>"
Madison University,https://en.wikipedia.org/wiki/Madison_University,,,"Wikipedia description: <i>Madison University, Gulfport, Mississippi</i>"
Maharana Patap Shiksha Niketan Vishwavidyalaya,https://en.wikipedia.org/w/index.php?title=Maharana_Patap_Shiksha_Niketan_Vishwavidyalaya&action=edit&redlink=1,113,India,"Wikipedia description: <i>Maharana Patap Shiksha Niketan Vishwavidyalaya, Pratapgarh, India</i>"
Mahila Gram Vidyapith,https://en.wikipedia.org/w/index.php?title=Mahila_Gram_Vidyapith&action=edit&redlink=1,113,India,"Wikipedia description: <i>Mahila Gram Vidyapith, Prayag, Allahabad, India</i>"
Maithili University/Vishwavidyalaya,https://en.wikipedia.org/w/index.php?title=Maithili_University/Vishwavidyalaya&action=edit&redlink=1,113,India,"Wikipedia description: <i>Maithili University/Vishwavidyalaya, Darbhanga, Bihar, India</i>"
Management Institute of Canada,https://en.wikipedia.org/wiki/Management_Institute_of_Canada,153,Man,Wikipedia description: <i>Management Institute of Canada</i>
Marquis Open University,https://en.wikipedia.org/w/index.php?title=Marquis_Open_University&action=edit&redlink=1,119,Italy,"Wikipedia description: <i>Marquis Open University, Italy</i>"
Master's International School of Divinity,https://en.wikipedia.org/w/index.php?title=Master%27s_International_School_of_Divinity&action=edit&redlink=1,113,India,"Wikipedia description: <i>Master's International School of Divinity, Evansville, Indiana (Oregon’s Office of Degree Authorization lists this institution as “unaccredited religious exempt school”)</i>"
McFord University,https://en.wikipedia.org/wiki/McFord_University,187,Pakistan,"Wikipedia description: <i>McFord University, probably Pakistan</i>"
Metropolitan Collegiate InstituteSussex General Hospital,https://en.wikipedia.org/w/index.php?title=Metropolitan_Collegiate_Institute&action=edit&redlink=1,,,"Wikipedia description: <i>Metropolitan Collegiate Institute (associated with the fake teaching hospital Sussex General Hospital, both purportedly in London)</i>"
Metro University,https://en.wikipedia.org/w/index.php?title=Metro_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Metro University, Nigeria</i>"
Miami Christian University,https://en.wikipedia.org/w/index.php?title=Miami_Christian_University&action=edit&redlink=1,,,"Wikipedia description: <i>Miami Christian University, Miami, Florida</i>"
Mid-States Bible CollegeKingsway Bible University,https://en.wikipedia.org/w/index.php?title=Mid-States_Bible_College&action=edit&redlink=1,,,"Wikipedia description: <i>Mid-States Bible College (Des Moines, Iowa) (now Kingsway Bible University)</i>"
Midtown University,https://en.wikipedia.org/wiki/Midtown_University,190,Panama,"Wikipedia description: <i>Midtown University, Florida or Panama</i>"
Miranda International University,https://en.wikipedia.org/w/index.php?title=Miranda_International_University&action=edit&redlink=1,119,Italy,"Wikipedia description: <i>Miranda International University, Italy</i>"
Mississippi International University,https://en.wikipedia.org/w/index.php?title=Mississippi_International_University&action=edit&redlink=1,,,Wikipedia description: <i>Mississippi International University</i>
Monticello University,https://en.wikipedia.org/wiki/Monticello_University,,,Wikipedia description: <i>Monticello University</i>
Morris Brown College,https://en.wikipedia.org/wiki/Morris_Brown_College,,,Wikipedia description: <i>Morris Brown College (lost accreditation in 2002)</i>
Mountain States Baptist CollegeIndependent Baptist,https://en.wikipedia.org/w/index.php?title=Mountain_States_Baptist_College&action=edit&redlink=1,,,"Wikipedia description: <i>Mountain States Baptist College, Montana. Part of Independent Baptist Bible College Movement.</i>"
MUST UniversityMacau University of Science and TechnologyMalaysia University of Science and TechnologyMindanao University of Science and TechnologyMinghsin University of Science and TechnologyMisr University for Science & TechnologyUniversity of Science and Technology,https://en.wikipedia.org/w/index.php?title=MUST_University&action=edit&redlink=1,236,Taiwan,"Wikipedia description: <i>MUST University, California. Not to be confused with Macau University of Science and Technology, Malaysia University of Science and Technology, Mindanao University of Science and Technology (Philippines), Minghsin University of Science and Technology (Taiwan), Misr University for Science & Technology (Egypt), or other schools with similar names that include ""University of Science and Technology"".</i>"
National University of Nigeria,https://en.wikipedia.org/w/index.php?title=National_University_of_Nigeria&action=edit&redlink=1,181,Nigeria,Wikipedia description: <i>National University of Nigeria</i>
New Age International UniversityPrincipality of SeborgaKolkata,https://en.wikipedia.org/wiki/New_Age_International_University,113,India,"Wikipedia description: <i>New Age International University, nominally of the Principality of Seborga, a micronation within the borders of Italy; admissions, licensing and certification are controlled by the Institute of Education, Research & Development, Kolkata, India</i>"
"",,,,Wikipedia description: <i>New England State University</i>
Newton University,https://en.wikipedia.org/w/index.php?title=Newton_University_(Canada)&action=edit&redlink=1,43,Canada,"Wikipedia description: <i>Newton University, Vancouver, Canada; Hawaii</i>"
New Tribes Bible Institute,https://en.wikipedia.org/w/index.php?title=New_Tribes_Bible_Institute&action=edit&redlink=1,,,"Wikipedia description: <i>New Tribes Bible Institute, Jackson, Michigan; Waukesha, Wisconsin</i>"
New West Seminary,https://en.wikipedia.org/w/index.php?title=New_West_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>New West Seminary Oregon City, Oregon, (Oregon’s Office of Degree Authorization lists this institution as unaccredited religious exempt school)</i>"
Nightingale University,https://en.wikipedia.org/w/index.php?title=Nightingale_University&action=edit&redlink=1,14,Australia,"Wikipedia description: <i>Nightingale University, Panama City, Panama; Melbourne, Australia</i>"
