Rutherford University|Wyoming (AKA Stratford International U)
Sacramento International University|Ether space
Sacramento Regent University|California
Saint Andrews Correspondence College|Ether space
Saint Augustine University|Florida
Saint John’s University|Louisiana
Saint Joseph University|New York; sound alike for Saint Joseph’s C
Saint Martin’s College & Seminary|Wisconsin
Saint Marys Universities|Ether space; sound alike for Saint Mary’s C
Saint Mary’s University of Minnesota|Ether Space (AKA St. Mary’s U Texas)
Saint Renoir University|Ether space (AKA St. Renoir University)
Saint Stephen’s Educational Bible College|California
Saint Thomas University|Ether space; sound alike for Florida school
San Diego Pacific University|Ether space
Sands University|Arizona
San Francisco College of Music & Arts|Ether space (AKA Music & Theater Arts)
San Francisco International University|California
Scandinavian U of Science & Tech|Sweden
Scarsdale University|California, England
Senior University|Virginia, British Columbia, Canada
Sequoia University|California
Shaftsbury University|England, may still be operating
Shelbourne University|Pennsylvania
Shelterglen University|Ohio
Shepperton University|Ether space
Sierra University|California; sound alike for Sierra College
Smith Gaither Christian University|Kansas
Solsbury University|Canada
Somerset University|England
South Atlantic University|Ether space
South Pacific School of Medicine|Texas, Cook Islands
South Pacific University|Hawaii, California
Southcoast International University|Ether space
Southern California Polytechnic U|Hawaii, California, Nevada, China
Southern California University|California
Southern California U for Professional S|California (for Professional Studies)
Southern Graduate Institute|Kentucky
Southern Indiana Baptist College|Indiana
Southern Institute of Technology|Ether space
Southern International University|Louisiana
Southern University|China
Southland University|California
Southwest International Seminary|New York
Southwest International University|New York (may be related to above)
Southwest International U, Nevada|Nevada (AKA California Polytechnic U)
Southwest International University|Hawaii
Southwestern State University|Ether space; sound alike for Southwestern S
Southwestern University|Arizona, St. George, Utah
Spartan Health Sciences University|Texas, New Mexico, St. Lucia, Mexico
Spartan University of Health Sciences|Alias for above institution
Speedydegrees.com|Ether Space (AKA Ashwood University)
St. Augustine School of Med Assistants|Georgia
St. Augustine University|Ether space
St. Christopher’s College of Medicine|Senegal, England, Belize
St. Clements University|Australia, Turks & Caicos Islands, et al
St. George University Inter – Vet Med|St Kitts, Grenada
St. James University West|Ether space
St. John University|India
St. Lourdes University|Ether space
St. Lucia College of Medicine|St. Lucia
St. Lucia Health Sciences University|AKA Spartan Health Sciences University
St. Luke School of Medicine|California, Kentucky, Ghana, Liberia, Texas
St. Mary’s School of Med South Pacific|Alias for above institution. Also Cook Isles
St. Matthew’s University|Florida, New York, Maine, Grand Cayman
St. Michael University|Florida, New York, California, et al
St Paul’s College & Seminary|Minnesota
St. Renoir University|Ether space
St. Theresa Medical School|St. Kitts (AKA University, St. Theresa’s)
St. Thomas Institute|India
Standford University|Texas, Florida
Stanley State University|Ether space
Stefan International University, Inc.|California
Stensan International University|California
Stetson College|Ether space; sound alike for Stetson U
Strassford University|England, may still be operating
Stonebridge Associated Colleges|England
Success Seminary|Oregon
Suffield University|England, Connecticut
Suffield College & University|Connecticut
Summerset University|England (Reincarnated University Degree )
Summit University|Texas, Louisiana, (AKA “of Louisiana”)
Sunshine Community College|Ether space
Super.Degrees.com|(AKA Instant.Degrees.com)
Sussex College of Technology|England
Sussex College of Theology|Ether space
Sutherland University|Ether space
Swiss European University|Switzerland
Synergystics|New York
Taiken Wilmington University|USA somewhere, possibly Japan
Taurus International University|California
Taylor U of Bio-Psycho-Dynamic Sciences|Tennessee
Tecana International University|Ether space, somewhere in South America
Technopole University|Ether space
Temple Bar College|Ether space
Templeton University|Singapore, Nevada
Tennessee Christian University|Tennessee
Texas Christian Bible University|Texas
Texas Theological University|Texas, may be associated with above school
Texas University|Ether space, sound alike for U of Texas
The Dream Institute|Ether space
The Gemini College|England
The Thornwood University|England (AKA Thornewood University)
Thierry Graduate School|Belgium
Thomas A. Edison College|Florida, Arkansas; sound alike for S College
Thomas Bilney Theological Institute|Ohio
Thomas Jefferson University|Missouri (AKA Monticello U)
Thomas University|Pennsylvania
Thornewood University|England, may still be operating
Thornhill University|England
Toronto Metropolitan University|Ether space; sound alike for U of Toronto
Trident University of Technology|Singapore, New Jersey, Wisconsin
Trinity College and University|South Dakota, Canada, Caribbean, et al
Trinity College of Natural Health|Indiana
Trinity College of the Bible & Theo|Indiana
Trinity College of Science & Mgmt|Alias for Southern California Polytech
Trinity Evangelical Christian University|Alabama
Trinity International University College|Wyoming, Delaware, France
Trinity Southern University|Texas, Florida (AKA Prixo Southern U)
True Diplomas.com|Ether Space (Counterfeiter: $ for credential)
Tuit University|Georgia
Tulsa College|Ether space
Two Dragon University|Ether space
Union University|California; sound alike school
United American Medical College|Ether space
United Nations University|India
United Pacific University|Formerly Hawaii, now ether space
United States Open University|Hawaii, California, South Dakota
United States University of America|Florida, Washington
Universal Bible Institute|Alabama
UniversalDegrees.com|Ether Space (AKA Corllins University)
Universal Ecclesiastical University|Ether space
Universal Life|California
Universal Life Church Monastery|Ether specs (AKA Rochville University)
Universidad de las Palmas|Ether space (AKA Ashwood University)
Universidad Eugenio Maria de Hostos|Dominican Republic
Universidad Federico Henriquez y Carvajal|Dominican Republic
Universidad Hispanica de America|Ether space
Universitas Sancti Martin|Oklahoma
Universitas 21|Channel Islands, England
Universite de Wallis|Wallis & Fortuna Islands, England
Universite Libre Internationale|Belgium
Universiteit Russell Hobbes|Netherlands (AKA Preston University)
University College for Advanced Studies|India (part of larger scam system)
University College of Hospitality and Care|Delaware, England
University de la Romande|England
University for Integrative Learning|California
University for Professional Studies|Ether space
University of Advanced Research|California, Hawaii, Pakistan, Thailand
University of America|Louisiana
University of Atlanta|Ether space
University of Beford|Ether space
University of Berkley|Pennsylvania; sound alike for California U
University of Berkley|Michigan; ditto
University of Boston|Ether space; sound alike for several schools
University of Cape Cod|Ether space
University of Central Europe|Mississippi
University of Central Kentucky|Ether space
University of Corpus Christi|Nevada
University of Devonshire|England, may still be operating
University of Doncaster|England
University of Dorchester|England, may still be operating
University of Dublin|California
University of East Carolina|Ether space
University of East Georgia|Georgia
University of Eastern Florida|Illinois
U of East-West Alternative Medicine|Hawaii, South Korea
University of Ecoforum for Peace|Hawaii, Switzerland, Belgium
University of England at Oxford|Ether space; sound alike for Oxford
University of Esoterica|Texas (Esoteric Theological Seminary)
University of Esoterica|Maryland (may be associated with above)
University of Health Science|Hawaii
University of Health Sciences Antigua   |Antigua
University of Honiara|Solomon Islands, New Zealand
University of Honolulu USA|Texas, Utah, Thailand, Pakistan
University of Honorius|New Zealand
University of Independence|Ether space
University of Metaphysical Studies|New Mexico
University of Metaphysics|California, Nevada
University of Middle Tennessee|Ether space
University of Natural Medicine|New Mexico
University of New Castle|Oregon, Ireland, South Pacific Islands, et al
University of Newcastle|Alias for above institution
University of Newlands|New Zealand
University of North America|Ether space
University of Northern Washington|British Columbia, Washington
University of Northwest|Wyoming, Louisiana, Pakistan, India, et al
University of Pittsburg|Ether space; sound alike for U of P”burgh”
Universiteit Preston Russel Hobbes|(AKA Preston University)
University of Ravenhurst|England, may still be operating
University of San Gabriel Valley|California
University of San Moritz|England, may still be operating
University of San Rafael|Ether space
University of Santa Barbara|California; sound alike for U of California
University of Santa Monica|California
University of Sedona|California (AKA U of Metaphysics)
University of Sint Eustatius|Caribbean (actual spelling on documents)
University of the Holy Land|Israel, Oregon
University of the Science of Man|England
University of Science at Berkeley|Japan
University of Sciences in America|Louisiana
University of Science, Arts and Tech|Montserrat (AKA USAT)
University of Sealand|Ether space
University of Sint Eustatius|Caribbean (actual spelling)
University of Southern Minnesota|Ether space
University of Sussex at Brantridge|Ether space
University of Switzerland|Ether space
University of Teesside|Ether space
University of the Bahama Islands|Ether space
University of the Eastern United States|Ether space
University of the Holy Land|Israel, Oregon
University of the New World|Arizona
University of the President|Utah
University of the Rockies|Colorado
University of the United States|Ether space
University of the West|Ether space
University of Walla-Walla|California; sound alike for Walla-Walla C
University of Wyoming|England
University College for Advanced Studies|India
University College of Hospitality and Care|Delaware, England
USA International University|Hawaii
USDegreeInMonths.com|Ether Space (probably Louisiana based)
UTESA University|Santo Domingo
Valde University|Illinois
Vancouver University Worldwide|British Columbia, Singapore
Van Ives University|Ether space
Verity Education|Illinois, Indiana, Michigan
Vernell University|Ether space – perhaps Nevada?
Virginia International University|Virginia
Vital Connection University|Colorado, New Jersey, Arizona
Vocational University|India
Von Epstein University|Nevada, Argentina, Ireland, England, et al
Wakefield International University|St. Kitts, Nevis
Walsh University|Ether space
Wamborough University|Ireland, England (AKA W… College)
Warnborough University|Texas, England, Ireland (AKA Adjunct C)
Warren National University|Wyoming (AKA Kennedy-Western)
Washington American Governors U|Delaware
Washington American Open University|Hawaii
Washington Institute of Graduate Studies|Utah
Washington International Academy|New York
Washington International University|Pennsylvania, Hawaii, British Virgin Isles
Washington School of Law|Utah
Washington School of Theology|Oregon
Weimar College|California
Wellington University|New Jersey
Wesleyan International University|Texas, Florida (AKA Trinity Southern U)
West American University|Ether space
West Clayton University|(AKA Belford University)
West Coast University|Panama, England, et al (Part of larger scam)
Westbourne University|England, may still be operating
Westbrook University|New Mexico, New York, California
Western Cascade University|California
Western College|Ether space
Western Michigan Bible Institute|Michigan
Western Ohio University|Ether space
Western States University|Texas, Missouri, Doniphan
Western States U for Professional Studies|Missouri (may be associated with above)
Western University|California
Western Washington International U|Hawaii
Western Washington State University|Ether space
Westgate University|Delaware
Westhampton University|England, may still be operating
Westmore University|Singapore (AKA College)
Weston Reserve University|Seychelles, Kuwait, Canada, et al
Wexford University|Ether space
Weybridge University|Gibraltar
William Bradford University|Ether space
William Tucker University|Italy, District of Columbia
Williams College|Idaho; sound alike for Mass school
Williamsburg University|New York, Saudi Arabia
WilliamsUniversity.com|(AKA College-Degree-Fast.com)
Williamstown University|Ether Space
Wisconsin International University|Ghana, Ukraine, et al
Women’s University|India
Worcester University|Panama
Worchester University|Panama (probably same as above)
World Information Distributed University|Russia, Belgium, Switzerland
World Pacific University|Guam, Ascension Island
World University|Santo Domingo
WorryFreeDegrees.web.com|Ether space (Counterfeiter: $ for credential)
Xavier University|Ether space
Yorker International University|South Dakota, New York
Youngsfield University|New York, England
Youngstown College|Ether space; sound alike for Ohio school
YourDegreeNow.com|Ether Space (Counterfeiter: $ for credential)
YUIN/American University|Hawaii, California
Zenith University|Hawaii (AKA Pickering & Brighton U)
